material,cell source,cell tissue,time (hr),test,test indicator,viability (%),Hydrodynamic diameter (nm),Cell type,Molecular weight (g/mol),AR,IR,X,E,pot
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,90.702,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,89.463,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,24.587,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,0.61983,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,0.20661,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Embryo,48.0,NRU,NeutralRed,0.41322,20.0,BALB/c3T3,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,97.107,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,98.967,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,104.75,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,102.89,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,106.2,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,95.455,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,83.058,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Rat,Lung,24.0,WST-1,TetrazoliumSalt,48.76,20.0,NR8383,196.966569,1.6,1.29,1.93,1.304,0.8
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,99.588,50.0,HaCat,196.966569,,,,,
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,94.643,50.0,HaCat,196.966569,,,,,
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,52.473,50.0,HaCat,196.966569,,,,,
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,36.126,50.0,HaCat,196.966569,,,,,
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,22.253,50.0,HaCat,196.966569,,,,,
SiO2,Human,Skin,4.0,MTT,TetrazoliumSalt,19.643,50.0,HaCat,196.966569,,,,,
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,91.262,,RAW264.7,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,87.5,,RAW264.7,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,81.553,,RAW264.7,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,52.306,,RAW264.7,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,30.097,,RAW264.7,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,108.01,,J774A.1,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,107.14,,J774A.1,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,106.26,,J774A.1,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,94.072,,J774A.1,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,Ascites,72.0,MTT,TetrazoliumSalt,64.764,,J774A.1,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,88.021,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,85.069,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,55.556,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,12.5,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,97.049,20.0,L929,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,94.444,20.0,L929,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,92.014,20.0,L929,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,5.9028,20.0,L929,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,83.505,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,69.931,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,49.485,20.0,EBF,196.966569,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,99.485,20.0,L929,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,89.519,20.0,L929,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,85.911,20.0,L929,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,3.9519,20.0,L929,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,82.847,20.0,EBF,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,59.691,20.0,EBF,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,39.108,20.0,EBF,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,1.5437,20.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,83.877,20.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,81.818,20.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,58.834,20.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,2.4014,20.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,87.13,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,78.609,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,55.13,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,24.0,CCK-8,TetrazoliumSalt,9.913,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,98.087,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,95.652,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,96.522,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,24.0,CCK-8,TetrazoliumSalt,1.0435,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,88.644,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,90.169,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,48.0,CCK-8,TetrazoliumSalt,63.39,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,92.542,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,96.61,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,96.102,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,48.0,CCK-8,TetrazoliumSalt,2.3729,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,77.108,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,75.559,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Human,Embryo,72.0,CCK-8,TetrazoliumSalt,55.25,100.0,EBF,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,91.05,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,91.91,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,91.566,100.0,L929,81.37940499999999,1.6,1.29,1.93,1.304,0.8
Ag,Mouse,SubcutaneousConnectiveTissue,72.0,CCK-8,TetrazoliumSalt,11.876,100.0,L929,79.86581,1.6,1.29,1.93,1.304,0.8
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,98.864,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,100.0,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,91.136,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,100.0,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,99.318,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,89.318,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,99.318,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,99.318,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,24.0,CCK-8,TetrazoliumSalt,85.227,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,100.45,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,99.324,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,90.541,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,99.324,,hMSC,79.86581,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,99.324,,hMSC,58.6934,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,93.468,,hMSC,58.6934,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,98.649,,hMSC,58.6934,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,98.649,,hMSC,58.6934,,,,,
CaHCO3,Human,BoneMarrow,72.0,CCK-8,TetrazoliumSalt,92.342,,hMSC,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,53.263,26.0,HepG2,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,22.458,45.0,HepG2,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,65.554,78.0,HepG2,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,91.047,175.0,HepG2,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,96.662,26.0,L-02,58.6934,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,95.144,45.0,L-02,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,94.537,78.0,L-02,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,94.841,175.0,L-02,195.084,,,,,
CaHCO3,Human,Liver,24.0,MTT,TetrazoliumSalt,73.149,26.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,24.0,MTT,TetrazoliumSalt,52.044,45.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,24.0,MTT,TetrazoliumSalt,82.541,78.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,24.0,MTT,TetrazoliumSalt,94.917,175.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,53.37,26.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,22.32,45.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,73.481,78.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,48.0,MTT,TetrazoliumSalt,89.945,175.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,72.0,MTT,TetrazoliumSalt,48.066,26.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,72.0,MTT,TetrazoliumSalt,20.994,45.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,72.0,MTT,TetrazoliumSalt,70.718,78.0,HepG2,195.084,,,,,
CaHCO3,Human,Liver,72.0,MTT,TetrazoliumSalt,86.961,175.0,HepG2,195.084,,,,,
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,75.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,66.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,48.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,NRU,NeutralRed,85.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,NRU,NeutralRed,69.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,NRU,NeutralRed,46.0,52.51,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,78.035,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,31.985,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,10.405,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,4.2389,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,2.1195,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,1.1561,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,0.385,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,BoneMarrow,48.0,NRU,NeutralRed,0.385,30.09,hMSC,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,81.514,23.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,56.477,23.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTT,TetrazoliumSalt,31.441,23.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Colon,24.0,MTS,TetrazoliumSalt,114.06,40.0,Caco-2,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Colon,48.0,MTS,TetrazoliumSalt,75.332,40.0,Caco-2,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Colon,24.0,MTS,TetrazoliumSalt,75.862,10.0,Caco-2,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Colon,48.0,MTS,TetrazoliumSalt,64.721,10.0,Caco-2,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,100.0,40.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,102.87,40.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,94.702,40.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,85.872,40.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,52.759,40.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,103.31,10.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,98.455,10.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,84.768,10.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,56.291,10.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CuO,Human,Lung,24.0,MTS,TetrazoliumSalt,15.011,10.0,A549,195.084,0.975,0.64,2.67,1.348,0.17
CeO2,Mouse,SubcutaneousConnectiveTissue,24.0,MTT,TetrazoliumSalt,105.86,20.3,L929,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,SubcutaneousConnectiveTissue,24.0,MTT,TetrazoliumSalt,103.06,20.3,L929,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,SubcutaneousConnectiveTissue,24.0,MTT,TetrazoliumSalt,104.97,20.3,L929,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,SubcutaneousConnectiveTissue,24.0,MTT,TetrazoliumSalt,100.0,20.3,L929,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,SubcutaneousConnectiveTissue,24.0,MTT,TetrazoliumSalt,96.943,20.3,L929,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,82.4,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,84.667,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,74.933,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,75.467,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,67.733,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
CeO2,Mouse,Brain,24.0,MTT,TetrazoliumSalt,66.8,4.7,neuro2A,195.084,1.017,1.017,2.667,1.165,-0.29
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,96.943,30.0,A549,195.084,,,,,
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,98.69,30.0,A549,195.084,,,,,
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,101.16,30.0,A549,195.084,,,,,
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,89.52,30.0,A549,195.084,,,,,
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,63.901,30.0,A549,195.084,,,,,
ZnO,Human,Lung,24.0,CCK-8,TetrazoliumSalt,59.971,30.0,A549,195.084,,,,,
ZnO,Human,Skin,6.0,MTT,TetrazoliumSalt,99.051,,HEK,195.084,,,,,
ZnO,Human,Skin,6.0,MTT,TetrazoliumSalt,94.146,,HEK,195.084,,,,,
ZnO,Human,Skin,6.0,MTT,TetrazoliumSalt,103.16,,HEK,195.084,,,,,
ZnO,Human,Skin,6.0,MTT,TetrazoliumSalt,93.513,,HEK,195.084,,,,,
ZnO,Human,Skin,6.0,MTT,TetrazoliumSalt,75.949,,HEK,195.084,,,,,
ZnO,Human,Skin,12.0,MTT,TetrazoliumSalt,98.101,,HEK,195.084,,,,,
ZnO,Human,Skin,12.0,MTT,TetrazoliumSalt,104.43,,HEK,195.084,,,,,
ZnO,Human,Skin,12.0,MTT,TetrazoliumSalt,84.335,,HEK,195.084,,,,,
ZnO,Human,Skin,12.0,MTT,TetrazoliumSalt,72.31,,HEK,195.084,,,,,
ZnO,Human,Skin,12.0,MTT,TetrazoliumSalt,69.146,,HEK,195.084,,,,,
ZnO,Human,Skin,24.0,MTT,TetrazoliumSalt,103.64,,HEK,195.084,,,,,
ZnO,Human,Skin,24.0,MTT,TetrazoliumSalt,105.22,,HEK,195.084,,,,,
ZnO,Human,Skin,24.0,MTT,TetrazoliumSalt,59.335,,HEK,195.084,,,,,
ZnO,Human,Skin,24.0,MTT,TetrazoliumSalt,51.582,,HEK,195.084,,,,,
ZnO,Human,Skin,24.0,MTT,TetrazoliumSalt,31.962,,HEK,195.084,,,,,
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,120.46,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,121.74,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,117.14,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,121.74,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,116.62,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,125.32,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,108.95,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,98.465,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,103.32,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,106.65,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,108.95,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,116.11,25.0,AGS,195.084,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,119.44,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,127.62,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,112.79,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,113.81,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,108.95,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,113.81,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,121.48,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,124.3,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,24.0,MTS,TetrazoliumSalt,100.51,25.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,105.23,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,103.08,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,103.69,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,106.15,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,98.462,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,95.077,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,3.0,MTS,TetrazoliumSalt,100.62,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,133.85,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,132.0,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,134.15,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,128.31,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
TiO2,Human,Stomach,6.0,MTS,TetrazoliumSalt,139.08,21.0,AGS,231.53262,0.867,0.867,2.807,0.999,-0.293
