material,cell source,cell tissue,time (hr),test,test indicator,viability (%),Hydrodynamic diameter (nm),Cell type,Molecular weight (g/mol),AR,IR,X,E,pot
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,113.67,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,97.265,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,108.73,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,98.451,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,98.056,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,100.43,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,95.881,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,79.473,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,94.893,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,79.275,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,105.21,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,120.85,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,117.25,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,106.06,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,84.93,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,96.127,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,94.225,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,103.94,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,79.014,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,63.803,386.9,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,97.463,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,95.486,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,89.951,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,105.96,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,95.091,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,96.474,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,94.3,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,72.356,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,70.774,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,71.763,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,103.52,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,96.761,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,109.86,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,122.75,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,104.58,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,118.73,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,94.648,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,103.1,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,105.63,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,80.493,375.4,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,120.0,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,119.41,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,109.52,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,111.3,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,114.86,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,116.05,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,106.95,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,73.74,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,93.904,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,12.0,MTT,TetrazoliumSalt,76.31,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,104.15,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,102.89,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,102.04,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,94.225,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,90.423,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,91.056,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,100.77,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,96.761,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,103.94,437.0,PC12,60.08431,,,,,
SiO2,Rat,Adrenal Gland,24.0,MTT,TetrazoliumSalt,85.775,437.0,PC12,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,CellTiterBlue,AlamarBlue,107.59,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,CellTiterBlue,AlamarBlue,100.81,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,CellTiterBlue,AlamarBlue,70.11,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,CellTiterBlue,AlamarBlue,22.617,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,XTT,TetrazoliumSalt,123.42,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,XTT,TetrazoliumSalt,114.38,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,XTT,TetrazoliumSalt,82.714,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,XTT,TetrazoliumSalt,25.525,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,LDH,LDHrelease,4.5234,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,LDH,LDHrelease,6.1389,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,LDH,LDHrelease,22.294,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,LDH,LDHrelease,69.467,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,PropidiumIodide,95.315,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,PropidiumIodide,86.268,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,PropidiumIodide,69.467,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,PropidiumIodide,9.6931,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,CalceinAM,94.023,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,CalceinAM,91.761,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,CalceinAM,71.729,10.0,RAW264.7,60.08431,,,,,
SiO2,Mouse,Ascites,24.0,Live/Dead,CalceinAM,44.265,10.0,RAW264.7,60.08431,,,,,
Fe3O4,Monkey,Kidney,24.0,MTT,TetrazoliumSalt,102.0,18.0,VERO,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Monkey,Kidney,24.0,MTT,TetrazoliumSalt,105.08,18.0,VERO,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Monkey,Kidney,24.0,MTT,TetrazoliumSalt,100.0,18.0,VERO,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Monkey,Kidney,24.0,MTT,TetrazoliumSalt,100.0,18.0,VERO,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Monkey,Kidney,24.0,MTT,TetrazoliumSalt,80.0,18.0,VERO,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,101.97,18.0,MDCK,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,115.09,18.0,MDCK,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,115.09,18.0,MDCK,231.53262,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,100.1,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,118.08,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,80.0,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,75.077,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,50.0,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,38.0,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,34.923,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,89.986,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,80.245,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,31.916,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,30.043,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Fe3O4,Dog,Kidney,24.0,MTT,TetrazoliumSalt,30.043,18.0,MDCK,208.9804,0.943,0.943,2.75,0.901,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,97.16,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,86.296,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,55.802,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,99.256,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,87.593,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,71.712,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,95.11,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,87.164,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,54.156,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,96.429,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,92.989,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,67.857,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,99.383,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,70.0,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,48.642,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,99.256,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,82.878,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,77.916,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,93.521,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,78.24,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,48.533,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,93.651,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,83.73,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,71.825,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,99.383,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,83.951,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,59.506,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,98.511,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,94.169,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,77.171,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,99.389,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,92.176,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,63.692,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,98.28,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,93.519,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,75.529,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,98.395,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,87.778,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,66.667,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,98.387,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,91.935,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,78.164,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,96.21,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,88.875,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,MTT,TetrazoliumSalt,72.983,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,97.354,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,92.063,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,MTT,TetrazoliumSalt,78.175,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,12.0,Live/Dead,CalceinAM,90.617,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,75.802,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,48.0,Live/Dead,CalceinAM,55.556,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,72.0,Live/Dead,CalceinAM,34.568,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,96.0,Live/Dead,CalceinAM,22.963,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,12.0,Live/Dead,CalceinAM,93.223,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,87.414,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,48.0,Live/Dead,CalceinAM,71.369,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,72.0,Live/Dead,CalceinAM,54.633,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,96.0,Live/Dead,CalceinAM,45.92,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,12.0,Live/Dead,CalceinAM,91.111,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,69.63,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,48.0,Live/Dead,CalceinAM,48.519,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,72.0,Live/Dead,CalceinAM,22.346,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,96.0,Live/Dead,CalceinAM,5.8025,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,12.0,Live/Dead,CalceinAM,92.531,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,82.434,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,48.0,Live/Dead,CalceinAM,69.848,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,72.0,Live/Dead,CalceinAM,58.091,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,96.0,Live/Dead,CalceinAM,34.44,20.0,MG-63,208.9804,,,,,
Bi,Human,Cervix,12.0,Live/Dead,CalceinAM,92.593,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,83.951,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,48.0,Live/Dead,CalceinAM,59.259,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,72.0,Live/Dead,CalceinAM,46.914,20.0,HeLa,208.9804,,,,,
Bi,Human,Cervix,96.0,Live/Dead,CalceinAM,32.593,20.0,HeLa,208.9804,,,,,
Bi,Human,Bone,12.0,Live/Dead,CalceinAM,94.053,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,93.776,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,48.0,Live/Dead,CalceinAM,77.04,20.0,MG-63,208.9804,,,,,
Bi,Human,Bone,72.0,Live/Dead,CalceinAM,63.209,20.0,MG-63,196.966569,,,,,
Bi,Human,Bone,96.0,Live/Dead,CalceinAM,56.708,20.0,MG-63,196.966569,,,,,
Bi,Human,Cervix,12.0,Live/Dead,CalceinAM,90.617,20.0,HeLa,196.966569,,,,,
Bi,Human,Cervix,24.0,Live/Dead,CalceinAM,85.185,20.0,HeLa,196.966569,,,,,
Bi,Human,Cervix,48.0,Live/Dead,CalceinAM,66.173,20.0,HeLa,196.966569,,,,,
Bi,Human,Cervix,72.0,Live/Dead,CalceinAM,54.815,20.0,HeLa,196.966569,,,,,
Bi,Human,Cervix,96.0,Live/Dead,CalceinAM,46.173,20.0,HeLa,107.8682,,,,,
Bi,Human,Bone,12.0,Live/Dead,CalceinAM,95.021,20.0,MG-63,107.8682,,,,,
Bi,Human,Bone,24.0,Live/Dead,CalceinAM,91.425,20.0,MG-63,107.8682,,,,,
Bi,Human,Bone,48.0,Live/Dead,CalceinAM,77.87,20.0,MG-63,107.8682,,,,,
Bi,Human,Bone,72.0,Live/Dead,CalceinAM,66.667,20.0,MG-63,107.8682,,,,,
Bi,Human,Bone,96.0,Live/Dead,CalceinAM,54.08,20.0,MG-63,107.8682,,,,,
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,28.349,2.0,BEC,107.8682,1.35,1.51,2.54,2.309,1.69
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,54.984,2.0,ASM,107.8682,1.35,1.51,2.54,2.309,1.69
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,24.611,2.0,BEC,107.8682,1.35,1.51,2.54,2.309,1.69
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,30.218,2.0,ASM,107.8682,1.35,1.51,2.54,2.309,1.69
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,21.028,2.0,BEC,107.8682,1.35,1.51,2.54,2.309,1.69
Au,Human,Lung,24.0,MTS,TetrazoliumSalt,19.938,2.0,ASM,107.8682,1.35,1.51,2.54,2.309,1.69
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,88.421,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,78.421,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,39.737,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,68.158,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,49.737,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,24.474,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,33.947,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,5.5263,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,4.2105,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,20.526,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,0.26316,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,2.6316,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,10.789,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,0.26316,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,2.3684,20.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,107.42,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,98.516,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,96.142,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,101.09,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,90.603,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,64.491,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,93.966,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,80.91,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,43.323,40.0,Caco-2,231.53262,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,72.601,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,54.797,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,26.706,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,24.0,CellTiterBlue,AlamarBlue,43.323,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,30.0,CellTiterBlue,AlamarBlue,26.706,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Colon,48.0,CellTiterBlue,AlamarBlue,5.9347,40.0,Caco-2,107.8682,1.6,1.29,1.93,1.304,0.8
Fe3O4,Human,Lung,24.0,MTT,TetrazoliumSalt,84.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Fe3O4,Human,Lung,24.0,MTT,TetrazoliumSalt,72.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Fe3O4,Human,Lung,24.0,MTT,TetrazoliumSalt,56.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Fe3O4,Human,Lung,24.0,NRU,NeutralRed,87.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Fe3O4,Human,Lung,24.0,NRU,NeutralRed,79.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Fe3O4,Human,Lung,24.0,NRU,NeutralRed,65.0,22.0,A549,107.8682,0.943,0.943,2.75,0.901,
Ag,Human,Skin,24.0,MTS,TetrazoliumSalt,84.91,17.0,KEC,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Skin,24.0,MTS,TetrazoliumSalt,82.481,17.0,KEC,107.8682,1.6,1.29,1.93,1.304,0.8
Ag,Human,Skin,24.0,MTS,TetrazoliumSalt,77.621,17.0,KEC,107.8682,1.6,1.29,1.93,1.304,0.8
